"","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"53910",14.77,16.962,11.111,18.336,14.161,13.545,12.635,16.163,16.701,16.614,11.111
"53911",15.492,17.857,11.355,14.247,17.006,14.005,12.677,16.982,17.782,15.167,11.355
"53912",14.671,18.153,10.383,14.432,15.284,13.579,11.592,17.768,16.492,16.518,10.383
"53913",14.531,17.746,10.073,12.689,19.019,11.256,10.743,16.069,17.155,17.299,10.073
"53914",15.074,16.077,11.57,15.557,14.329,11.037,13.113,15.271,16.959,12.907,11.037
"53915",15.141,18.389,13.816,13.235,15.46,10.436,10.796,15.222,15.879,14.695,10.436
"53916",15.487,16.752,13.497,15.278,15.396,11.12,12.13,15.127,15.403,15.822,11.12
"53917",14.575,17.826,10.805,13.891,16.062,14.382,14.228,15.614,14.067,15.998,10.805
"53918",14.061,17.631,12.073,13.713,16.357,13.739,12.658,18.142,15.128,15.418,12.073
"53919",15.495,21.515,11.716,13.409,16.234,13.863,12.475,19.318,16.676,12.514,11.716
"53920",15.525,20.168,11.527,14.271,17.464,15.07,10.838,17.156,16.278,14.066,10.838
"53921",15.197,22.821,12.008,12.501,18.316,13.792,13.02,16.536,18.412,13.572,12.008
"53922",13.643,18.298,12.264,11.935,18.077,14.193,11.726,16.394,16.228,14.366,11.726
"53923",14.14,20.499,10.53,12.864,17.649,13.432,10.822,15.592,16.524,12.397,10.53
"53924",14.124,19.601,9.467,12.613,17.68,14.227,10.947,13.267,17.391,13.114,9.467
"53925",13.191,18.335,11.86,11.196,16.71,15.811,10.979,14.981,17.138,12.561,10.979
"53926",14.87,18.899,13.355,13.223,17.964,15.345,11.839,14.726,13.873,16.481,11.839
"53927",14.058,17.634,13.805,12.005,15.744,13.949,13.234,16.234,14.7,14.489,12.005
"53928",13.745,18.071,12.572,12.561,15.538,17.23,11.91,16.673,13.892,15.09,11.91
"53929",13.323,17.956,11.286,13.582,15.744,15.69,13.423,17.732,13.678,16.066,11.286
"53930",13.996,17.1,9.902,21.206,14.723,15.772,13.39,16.738,14.454,14.902,9.902
"53931",14.108,17.873,11.67,16.652,14.512,14.248,11.893,15.283,15.646,13.574,11.67
"53932",13.409,15.867,12.322,15.16,12.938,12.768,10.307,14.87,12.705,15.244,10.307
"53933",16.372,17.016,12.824,15.432,14.357,13.392,12.6,16.365,11.575,14.457,11.575
"53934",12.832,16.435,16.875,13.046,17.208,15.25,14.168,14.226,14.165,15.413,12.832
"53935",12.325,15.886,15.129,13.626,15.686,14.809,14.619,16.428,17.966,16.234,12.325
"53936",13.563,16.987,13.771,14.612,18.355,11.858,15.642,14.503,21.565,15.462,11.858
"53937",15.239,17.68,13.725,13.922,21.955,13.562,13.523,15.239,23.27,15.501,13.523
"53938",14.449,17.943,13.824,12.858,21.073,15.235,12.173,13.673,23.459,13.749,12.173
"53939",15.42,19.07,12.66,14.006,21.299,17.526,13.203,15.655,22.647,16.655,12.66
"53940",16.869,17.925,11.418,12.785,21.116,17.169,11.096,17.258,18.62,17.95,11.096
"53941",14.573,18.621,10.322,9.325,20.858,15.628,11.336,15.686,18.184,14.612,9.325
"53942",16.931,17.422,13.827,10.84,14.749,11.524,12.179,14.654,16.569,15.623,10.84
"53943",15.678,18.741,14.508,10.67,12.711,13.571,12.927,12.08,16.199,15.449,10.67
"53944",19.03,18.488,14.747,12.355,13.225,15.186,13.688,15.602,16.074,15,12.355
"53945",18.096,17.894,15.297,13.628,13.322,11.845,14.403,15.192,15.869,15.166,11.845
"53946",18.349,16.391,20.323,12.216,13.219,10.236,15.253,16.38,15.955,16.092,10.236
"53947",17.08,19.942,19.648,15.335,13.809,8.61,17.272,15.434,15.516,16.638,8.61
"53948",15.801,17.107,17.379,13.472,12.607,11.74,20.285,13.045,14.861,16.296,11.74
"53949",15.128,15.847,16.264,13.421,12.707,11.177,21.406,13.869,13.952,15.771,11.177
"53950",11.873,17.083,14.634,12.477,15.909,10.424,16.281,11.673,16.142,15.511,10.424
"53951",13.288,17.765,16.992,10.665,13.818,12.548,12.47,15.014,15.92,16.037,10.665
"53952",13.595,16.125,14.097,8.808,10.257,10.391,14.895,13.264,14.304,16.404,8.808
"53953",13.558,15.819,10.927,9.656,9.639,11.293,15.411,17.593,12.755,17.522,9.639
"53954",11.719,15.158,13.801,10.96,12.405,10.622,18.555,18.048,11.811,14.188,10.622
"53955",13.334,18.79,17.817,10.32,14.76,10.156,15.476,19.065,11.054,12.515,10.156
"53956",12.893,17.141,19.097,11.674,13.28,9.531,14.632,16.032,12.397,12.925,9.531
"53957",13.81,16.288,20.064,11.533,10.64,9.463,15.317,15.816,14.027,12.431,9.463
"53958",15.122,19.039,16.227,11.204,12.78,11.603,15.179,11.018,14.773,11.519,11.018
"53959",15.146,20.057,11.449,11.749,12.68,11.406,15.985,10.34,16.25,12.497,10.34
"53960",14.593,19.195,13.735,15.265,14.168,11.526,11.711,8.589,14.285,9.766,8.589
"53961",14.715,17.026,17.029,11.772,14.377,11.417,14.053,13.61,13.523,12.037,11.417
"53962",15.495,18.175,14.833,9.84,12.817,11.28,13.065,14.189,11.655,13.626,9.84
"53963",14.98,17.227,13.195,15.169,13.458,11.961,10.562,13.761,13.481,13.875,10.562
"53964",15.016,15.192,11.964,11.153,14.702,11.748,9.65,12.194,13.998,16.267,9.65
"53965",16.011,15.658,12.511,12.515,16.271,13.718,15.169,11.533,14.814,12.625,11.533
"53966",12.907,13.255,12.898,10.51,13.084,16.435,13.82,16.369,16.446,11.227,10.51
"53967",11.603,14.207,10.597,10.146,14.969,16.531,11.484,14.131,16.621,11.508,10.146
"53968",11.718,14.697,9.998,11.78,12.624,16.596,14.582,13.848,12.5,10.001,9.998
"53969",8.752,14.686,10.341,10.405,8.712,13.201,13.248,17.606,12.043,12.889,8.712
"53970",7.703,15.005,8.236,8.811,8.148,11.072,7.02,14.294,12.061,13.323,7.02
"53971",7.002,14.829,6.36,11.445,9.435,11.915,4.263,11.987,10.959,11.713,4.263
"53972",9.233,15.994,7.338,12.783,10.458,13.389,10.813,11.869,13.15,12.993,7.338
"53973",14.369,13.629,10.164,10.413,9.676,8.074,10.884,9.218,10.543,10.973,8.074
"53974",16.872,14.703,9.028,10.813,8.746,8.689,7.201,8.346,11.735,12.414,7.201
"53975",15.052,10.091,10.649,8.123,8.317,8.923,5.537,11.763,12.305,13.301,5.537
"53976",15.414,8.078,14.441,8.259,11.765,8.892,7.934,12.905,13.513,14.163,7.934
"53977",16.343,9.54,8.248,7.891,13.09,11.229,7.797,16.386,12.133,14.119,7.797
"53978",18.252,10.574,8.294,5.857,9.498,12.175,9.28,16.752,15.479,15.08,5.857
"53979",11.117,12.676,11.483,7.287,11.67,15.117,7.879,13.779,14.615,12.963,7.287
"53980",14.966,11.856,12.692,7.251,9.148,13.891,4.658,14.944,14.024,11.398,4.658
"53981",15.238,11.79,10.081,4.489,8.103,11.886,6.854,12.583,12.674,9.605,4.489
"53982",14.903,11.495,10.591,5.262,7.124,10.365,11.546,9.128,11.73,10.522,5.262
"53983",16.007,10.884,8.342,9.214,7.827,10.486,5.939,9.67,12.144,8.89,5.939
"53984",10.484,10.23,11.422,13.596,8.579,9.471,7.972,11.594,11.077,12.106,7.972
"53985",11.791,9.716,4.521,12.676,5.74,9.91,4.784,12.848,10.174,10.024,4.521
"53986",12.027,12.359,8.165,8.016,5.364,10.289,6.1,14.405,10.094,11.275,5.364
"53987",11.748,12.663,5.783,7.395,11.075,9.774,4.668,12.664,9.752,10.624,4.668
"53988",14.14,17.157,7.439,8.392,10.466,8.427,8.797,9.082,13.828,11.251,7.439
"53989",15.657,16.636,7.15,7.402,8.167,8.481,4.049,8.319,13.015,7.227,4.049
"53990",10.775,9.959,11.723,6.757,9.889,9.727,4.597,10.829,16.801,8.811,4.597
"53991",7.782,12.49,11.839,8.077,8.464,10.384,8.483,13.946,11.27,11.812,7.782
"53992",10.412,17.733,12.485,6.971,10.716,9.546,9.309,11.098,9.533,12.672,6.971
"53993",8.173,12.397,8.476,7.298,10.72,8.794,9.653,11.147,11.55,10.964,7.298
"53994",9.303,11.513,5.926,8.502,6.038,7.064,2.094,4.67,14.932,7.491,2.094
"53995",12.646,7.547,8.734,10.74,6.052,5.983,1.13,7.177,15.193,9.818,1.13
"53996",10.207,10.02,1.979,10.287,8.522,5.728,0.649,7.348,16.469,7.713,0.649
"53997",10.14,12.171,2.734,10.285,6.099,5.44,0.485,7.8,16.807,7.349,0.485
"53998",11.716,11.283,7.124,8.4,3.55,6.433,0.927,13.534,9.629,8.604,0.927
"53999",15.444,7.202,6.378,11.589,4.207,5.858,8.573,10.177,9.696,8.15,4.207
"54000",12.008,8.88,0.914,9.433,9.433,8.4,7.736,8.384,11.281,5.436,0.914
"54001",13.839,8.791,4.14,13.076,6.518,9.091,1.985,10.934,9.544,8.611,1.985
"54002",14.235,15.047,0.193,11.381,6.509,8.513,3.389,10.88,16.745,9.652,0.193
"54003",11.012,17.625,2.746,12.859,4.213,8.225,4.758,11.724,12.344,7.269,2.746
"54004",11.957,10.205,7.257,6.706,9.868,7.508,4.763,10.65,5.57,6.64,4.763
"54005",13.284,6.694,9.326,7.089,10.976,6.857,9.595,10.32,12.38,13.273,6.694
"54006",8.882,9.138,9.231,9.019,11.665,6.345,6.903,11.828,12.022,11.543,6.345
"54007",10.927,11.384,12.323,9.045,12.109,9.884,10.47,6.881,3.755,8.829,3.755
"54008",8.103,9.839,13.911,4.941,14.71,6.812,12.007,6.46,9.947,7.693,4.941
"54009",7.796,5.28,11.65,10.281,8.937,8.546,11.514,5.321,13.199,10.605,5.28
"54010",7.379,6.466,6.118,10.346,4.244,8.272,7.652,5.003,15.785,6.898,4.244
"54011",8.544,3.569,8.21,11.096,2.363,8.83,6.792,9.976,16.857,6.919,2.363
"54012",12.383,3.419,9.219,11.808,6.201,4.31,9.453,3.814,8.607,13.383,3.419
"54013",8.807,3.594,7.496,4.94,8.884,4.293,3.483,4.406,4.9,6.272,3.483
"54014",8.076,7.41,8.989,3.309,7.399,5.165,13.685,5.034,7.592,8.142,3.309
"54015",6.506,11.099,9.538,2.638,7.111,2.291,11.912,5.508,12.232,6.615,2.291
"54016",5.471,8.544,6.056,9.092,3.633,7.413,9.398,4.869,13.211,2.906,2.906
"54017",4.847,7.51,6.098,9.092,4.59,6.997,5.84,4.276,11.864,1.739,1.739
"54018",6.706,3.655,7.429,11.261,5.289,1.973,7.373,8.188,7.377,5.087,1.973
"54019",7.315,5.777,7.98,10.332,7.219,4.452,3.024,5.547,7.54,9.718,3.024
"54020",7.017,6.563,6.418,3.656,4.13,7.479,0.19,6.933,10.584,9.154,0.19
"54021",5.458,7.196,1.658,5.055,3.204,9.404,1.087,5.85,11.044,5.677,1.087
"54022",2.869,12.275,3.006,4.243,4.833,9.153,1.35,1.741,8.23,5.824,1.35
"54023",6.978,6.323,6.136,0.896,2.798,7.354,1.168,7.524,13.518,8.374,0.896
"54024",6.331,7.086,5.773,3.23,4.199,9.892,-0.105,9.425,8.204,6.561,-0.105
"54025",5.286,5.386,7.63,0.34,4.883,0.083,1.963,9.052,5.937,0.145,0.083
"54026",5.317,4.883,10.564,1.618,5.034,1.445,0.551,13.685,13.103,-0.673,-0.673
"54027",8.486,7.583,4.583,1.171,4.164,1.276,0.232,7.525,13.506,-1.561,-1.561
"54028",5.646,3.806,8.078,2.942,4.676,4.128,1.861,0.125,6.24,5.475,0.125
"54029",9.001,6.677,9.917,6.222,3.515,3.269,-5.204,-0.352,8.857,4.928,-5.204
"54030",12.23,5.751,10.864,2.932,1.343,3.922,-6.2,0.445,12.894,6.12,-6.2
"54031",7.877,2.86,13.784,-1.447,2.589,3.966,-2.908,0.374,9.84,7.652,-2.908
"54032",4.024,3.108,13.589,-2.483,1.925,-3.737,-1.012,1.686,3.266,9.937,-3.737
"54033",3.253,7.698,8.086,-0.344,0.752,-5.038,-2.132,2.347,3.817,9.216,-5.038
"54034",5.666,5.229,0.065,0.558,-2.515,-3.851,-1.656,3.684,7.649,10.515,-3.851
"54035",8.006,5.254,4.712,-0.346,-1.394,-3.324,-2.96,6.714,10.356,10.106,-3.324
"54036",2.247,3.94,4.444,5.39,-1.295,-3.226,1.051,10.995,8.704,7.218,-3.226
"54037",3.506,1.374,3.133,7.484,-1.792,-2.048,6.283,10.718,5.213,-0.288,-2.048
"54038",6.846,2.585,6.363,-0.259,3.443,1.359,3.19,10.866,8.174,-0.306,-0.306
"54039",8.44,5.722,7.269,-0.666,-1.007,11.634,-2.229,9.648,9.169,3.749,-2.229
"54040",4.761,3.629,8.036,-3.26,-1.137,10.209,-2.776,8.838,11.09,6.884,-3.26
"54041",4.48,4.478,2.812,-3.6,-0.906,7.222,0.329,6.859,6.956,5.125,-3.6
"54042",5.161,2.534,7.844,-4.782,1.32,6.927,1.336,4.857,5.913,6.697,-4.782
"54043",7.4,0.702,6.456,-2.917,-0.421,12.918,-0.738,1.378,1.115,4.339,-2.917
"54044",7.63,2.315,1.521,-1.231,-1.383,11.004,0.111,3.14,6.596,0.987,-1.383
"54045",6.645,0.401,4.531,0.176,0.44,9.761,4.606,5.945,10.192,2.061,0.176
"54046",2.501,2.008,5.53,5.59,-0.823,0.751,-0.662,8.202,6.896,0.298,-0.823
"54047",1.632,2.632,7.008,7.395,-2.384,0.407,-1.976,9.005,4.995,1.077,-2.384
"54048",0.344,4.106,7.79,8.528,-1.158,1.027,-2.22,5.614,7.195,5.918,-2.22
"54049",0.086,2.352,7.616,8.502,-2.222,7.468,-1.612,5.965,10.539,8.342,-2.222
"54050",1.087,3.256,4.717,3.402,4.189,10.92,-5.22,0.226,12.95,7.937,-5.22
"54051",2.081,3.188,4.971,9.107,1.429,9.1,-4.764,0.407,14.529,6.399,-4.764
"54052",3.734,3.643,9.724,8.303,-0.392,11.864,-2.915,-0.606,9.955,4.05,-2.915
"54053",11.405,3.036,8.738,4.978,1.84,12.568,4.841,1.793,12.239,4.457,1.793
"54054",6.283,6.295,5.045,0.422,0.367,12.403,-0.77,-2.635,10,1.452,-2.635
"54055",2.604,6.112,6.285,7.964,4.837,12.355,-2.182,0.23,8.068,7.124,-2.182
"54056",7.5,6.428,8.953,6.966,10.5,9.651,-2.269,4.849,10.116,8.458,-2.269
"54057",2.749,8.737,12.072,6.492,9.237,5.303,5.56,7,7.981,8.064,2.749
"54058",0.358,7.646,3.402,3.45,9.719,6.818,2.126,7.156,11.101,8.286,0.358
"54059",2.673,3.447,-1.483,3.366,7.746,7.661,1.222,8.953,2.395,7.507,-1.483
"54060",2.985,4.152,-0.365,-1.156,8.451,4.253,-0.501,8.227,1.437,3.054,-1.156
"54061",0.07,3.295,-0.132,-3.507,5.351,3.743,-1.041,4.854,1.102,3.603,-3.507
"54062",0.418,9.991,1.39,0.608,1.928,6.759,0.055,0.499,4.748,1.675,0.055
"54063",1.776,12.411,5.141,1.786,3.341,8.729,-1.37,4.59,1.902,1.033,-1.37
"54064",1.954,11.209,0.489,2.34,2.629,3.928,1.318,6.657,1.378,0.949,0.489
"54065",1.057,9.01,3.343,0.976,1.619,1.453,1.788,3.569,1.513,-2.31,-2.31
"54066",5.866,7.614,6.819,2.583,3.79,5.283,4.527,3.976,7.227,1.122,1.122
"54067",4.834,1.563,4.174,3.568,1.825,7.097,6.367,4.167,7.682,7.526,1.563
"54068",2.833,1.21,4.383,3.391,3.751,4.083,0.54,2.937,4.549,9.565,0.54
"54069",6.303,10.361,8.066,6.336,3.343,5.396,0.029,3.55,3.641,8.879,0.029
"54070",8.931,12.02,10.653,4.849,-0.23,7.294,-1.051,1.586,8.281,8.075,-1.051
"54071",9.75,8.752,10.248,4.663,0.171,2.663,-1.636,0.91,2.005,6.555,-1.636
"54072",7.703,6.911,5.588,7.959,-2.558,2.682,-1.984,3.041,-1.296,3.227,-2.558
"54073",7.254,3.084,9.879,6.402,1.783,2.093,-3.358,3.422,-0.265,5.763,-3.358
"54074",5.185,5.725,11.702,7.05,6.873,2.29,-1.946,9.133,2.13,6.782,-1.946
"54075",3.929,5.936,12.191,5.876,6.629,3.612,0.119,8.616,6.527,5.246,0.119
"54076",5.205,2.208,12.039,6.691,6.04,3.981,2.179,9.87,6.707,1.835,1.835
"54077",3.313,2.633,10.17,6.345,4.924,2.214,-1.012,12.463,0.735,2.67,-1.012
"54078",5.851,2.183,10.146,-0.707,6.199,2.757,1.024,13.638,1.57,1.783,-0.707
"54079",10.862,2.271,12.864,-2.635,7.806,4.237,2.206,11.078,-0.918,1.371,-2.635
"54080",11.618,0.2,14.816,-1.524,9.734,3.511,5.988,10.69,-0.356,1.359,-1.524
"54081",10.805,4.88,7.114,-0.497,11.215,5.856,6.521,10.744,5.034,6.136,-0.497
"54082",13.884,8.881,4.178,2.828,13.574,3.448,0.92,12.296,8.802,3.782,0.92
"54083",11.509,4.557,5.498,0.683,13.24,8.189,0.981,10.872,4.978,4.012,0.683
"54084",5.108,7.135,7.922,0.458,12.698,4.35,2.345,9.571,9.865,5.449,0.458
"54085",2.336,10.557,9.791,1.467,10.061,2.177,3.611,10.854,7.817,7.316,1.467
"54086",3.518,11.225,6.163,3.373,12.398,1.197,4.482,12.585,4.738,7.488,1.197
"54087",9.168,5.294,7.838,1.595,7.931,4.611,2.385,12.541,3,8.32,1.595
"54088",6.201,7.757,7.663,5.514,3.815,3.759,3.81,14.343,6.277,7.858,3.759
"54089",4.28,9.491,11.32,0.441,9.879,4.618,2.485,12.689,7.147,4.115,0.441
"54090",4.718,9.691,10.577,-1.59,7.602,1.574,-3.417,8.688,7.835,2.899,-3.417
"54091",14.275,12.629,11.902,0.814,7.73,2.293,-3.379,10.828,10.579,3.557,-3.379
"54092",11.214,6.739,7.173,5.296,7.388,3.439,-1.157,10.45,9.056,4.695,-1.157
"54093",11.673,7.52,8.784,8.921,4.836,10.978,-3.369,10.958,10.573,6.381,-3.369
"54094",13.813,11.554,10.469,8.766,8.269,9.553,-1.26,6.035,10.585,1.224,-1.26
"54095",12.894,10.023,11.682,6.518,8.647,3.311,-3.5,6.336,10.042,0.079,-3.5
"54096",12.59,7.584,10.911,8.132,8.752,3.149,0.545,7.468,4.755,1.608,0.545
"54097",6.805,11.428,5.851,2.939,10.385,12.207,10.058,5.598,8.1,-0.787,-0.787
"54098",8.479,14.228,1.82,-0.192,12.063,15.631,11.321,4.207,5.648,1.676,-0.192
"54099",10.354,13.604,3.935,-0.242,5.649,12.413,14.908,4.893,10.605,0.759,-0.242
"54100",9.434,10.13,9.288,3.76,7.323,14.415,15.483,4.249,13.37,2.347,2.347
"54101",10.44,7.953,10.312,0.858,11.884,13.24,13.316,10.83,11.483,2.252,0.858
"54102",12.472,3.065,9.805,2.317,12.646,11.008,14.5,11.336,8.521,5.25,2.317
"54103",13.444,10.976,11.493,3.881,9.58,17.215,14.474,5.668,11.508,7.022,3.881
"54104",12.282,9.755,12.631,2.022,11.574,16.982,14.646,3.517,6.612,4.928,2.022
"54105",8.986,9.035,14.748,6.604,12.852,7.976,14.428,2.036,3.822,6.864,2.036
"54106",6.772,5.175,13.322,5.373,12.432,11.883,14.57,0.847,4.946,4.427,0.847
"54107",7.58,8.504,8.728,9.008,7.646,5.498,13.673,2.602,9.467,3.378,2.602
"54108",7.268,14.45,3.564,8.973,5.027,5.607,10.982,1.477,4.347,4.415,1.477
"54109",4.499,12.558,4.688,7.867,7.359,4.575,5.31,7.833,9.534,4.948,4.499
"54110",6.904,4.849,7.278,2.826,5.441,11.816,7.757,3.442,13.286,-0.777,-0.777
"54111",11.84,6.019,6.374,8.496,5.933,13.563,11.29,7.761,16.466,0.733,0.733
"54112",8.158,14.166,-0.73,9.843,8.85,10.429,10.05,10.849,15.939,4.278,-0.73
"54113",5.77,12.709,1.956,13.06,7.586,5.129,5.22,10.171,13.342,7.961,1.956
"54114",10.424,11.652,5.798,7.853,4.262,7.98,10.987,6.878,9.997,7.765,4.262
"54115",9.667,9.424,4.916,2.676,2.947,9.061,11.444,7.307,12.68,7.338,2.676
"54116",10.531,9.644,5.283,3.962,3.167,16.583,4.645,9.237,16.69,6.773,3.167
"54117",9.17,9.712,9.574,8.375,2.194,15.18,9.361,9.131,14.54,0.017,0.017
"54118",8.168,9.271,10.855,7.76,2.316,11.876,8.303,2.767,10.635,2.796,2.316
"54119",9.13,7.23,7.659,1.717,2.48,7.535,5.2,3.13,9.198,4.372,1.717
"54120",9.334,7.699,5.666,3.506,4.106,2.985,8.538,7.296,9.132,3.213,2.985
"54121",9.506,6.381,6.857,7.328,6.67,6.114,10.14,7.983,7.406,3.169,3.169
"54122",10,9.645,4.422,10.061,4.698,4.533,8.145,7.794,5.646,7.665,4.422
"54123",7.363,11.804,5.792,4.516,0.147,8.569,5.745,10.011,4.566,9.79,0.147
"54124",5.049,11.286,4.791,5.321,-0.168,6.951,5.266,8.175,8.419,7.421,-0.168
"54125",9.255,10.68,5.76,5.094,3.561,9.065,9.603,7.868,7.753,3.875,3.561
"54126",8.233,11.766,6.82,5.046,5.026,3.483,7.426,8.995,8.283,2.788,2.788
"54127",7.281,12.565,3.689,4.502,4.934,5.099,2.123,8.395,5.841,1.425,1.425
"54128",6.72,8.272,3.857,5.545,5.857,7.287,3.759,9.086,8.377,3.837,3.759
"54129",3.726,7.867,2.43,7.812,2.495,8.419,9.591,4.88,8.855,4.885,2.43
"54130",7.359,7.313,3.154,10.379,2.385,9.298,9.823,2.23,9.293,3.207,2.23
"54131",9.077,8.602,2.778,12.238,1.664,5.626,7.136,3.663,11.23,4.511,1.664
"54132",4.431,5.78,4.034,8.645,5.971,6.629,5.583,9.887,6.671,3.76,3.76
"54133",3.006,8.863,3.141,6.884,8.266,8.048,5.729,12.667,4.171,5.768,3.006
"54134",4.129,7.426,6.006,5.367,7.389,5.586,11.847,10.698,6.551,8.916,4.129
"54135",6.461,6.977,8.855,6.257,11.791,3.765,10.819,9.878,6.716,1.691,1.691
"54136",7.563,7.342,8.332,4.11,11.351,4.274,8.554,11.857,7.672,7.25,4.11
"54137",8.933,11.302,8.07,0.935,6.531,6.117,9.116,9.185,8.605,7.241,0.935
"54138",7.715,8.357,8.33,2.034,6.417,7.924,11.363,9.484,8.046,4.756,2.034
"54139",8.696,9.816,7.138,6.996,7.279,6.771,6.993,9.983,7.778,5.573,5.573
"54140",8.704,14.055,2.902,6.557,9.583,4.724,6.109,11.379,10.558,6.028,2.902
"54141",9.112,8.652,3.527,5.404,8.627,5.264,12.844,14.097,7.864,4.408,3.527
"54142",7.939,10.42,6.134,0.834,8.708,6.233,7.406,9.205,6.03,7.713,0.834
"54143",7.998,12.338,4.418,3.486,6.214,3.209,8.989,10.345,7.117,8.097,3.209
"54144",11.939,9.494,5.79,2.75,2.72,5.531,9.679,9.229,10.428,6.042,2.72
"54145",9.606,6.759,6.446,2.798,4.537,7.028,9.667,10.445,10.471,6.322,2.798
"54146",7.369,7.45,10.932,5.219,7.507,5.92,11.908,8.428,7.565,4.681,4.681
"54147",8.816,7.527,9.872,6.229,3.229,3.765,10.52,5.604,7.403,5.435,3.229
"54148",8.584,8.245,10.264,7.42,3.792,8.681,6.064,5.134,7.209,5.336,3.792
"54149",5.705,7.822,6.122,2.247,4.609,5.504,5.459,8.735,8.005,6.557,2.247
"54150",7.731,7.578,6.306,1.354,3.713,6.112,5.659,10.068,9.566,8.343,1.354
"54151",6.118,7.33,3.382,1.578,5.494,5.414,5.635,10.648,11.89,9.514,1.578
"54152",6.549,8.847,3.095,4.359,5.367,8.829,5.705,8.092,9.173,9.291,3.095
"54153",8.341,6.946,2.589,2.501,6.737,10.348,-0.45,9.088,9.252,11.689,-0.45
"54154",8.467,8.153,6.675,3.903,1.895,13.232,1.862,12.16,10.227,8.896,1.862
"54155",12.916,10.777,3.746,5.981,2.548,11.238,6.095,13.687,6.163,10.493,2.548
"54156",7.69,7.326,0.106,3.674,4.121,7.143,4.253,7.926,5.818,8.883,0.106
"54157",3.502,4.543,0.874,3.59,2.589,6.341,6.014,10.54,10.572,6.672,0.874
"54158",3.28,4.009,4.636,6.388,2.499,6.528,5.639,9.428,9.248,8.237,2.499
"54159",3.907,4.108,5.088,6.665,3.21,6.429,5.909,10.059,9.369,6.217,3.21
"54160",4.621,11.146,9.367,7.011,6.588,8.409,8.076,9.068,4.743,5.753,4.621
"54161",6.254,8.717,6.408,7.351,9.625,7.647,6.611,9.36,5.591,6.138,5.591
"54162",7.701,8.966,5.628,9.35,10.876,5.116,5.788,7.612,3.515,7.629,3.515
"54163",8.343,10.056,4.94,9.794,7.249,10.311,7.659,13.378,3.372,5.842,3.372
"54164",11.29,10.052,8.071,9.037,7.234,8.281,9.454,7.035,3.535,6.267,3.535
"54165",10.375,7.851,6.34,8.597,7.437,8.497,7.956,4.582,4.562,7.738,4.562
"54166",4.259,5.549,5.051,6.311,7.335,6.945,10.309,5.314,5.035,9.74,4.259
"54167",4.248,11.979,7.785,5.942,9.436,4.953,9.866,5.713,9.939,10.674,4.248
"54168",6.049,9.638,4.994,5.281,8.007,4.698,8.871,6.547,10.894,7.099,4.698
"54169",9.968,10.35,5.806,4.366,9.088,4.763,8.342,8.605,12.533,5.351,4.366
"54170",8.968,9.507,4.874,6.955,10.071,10.093,4.561,7.59,10.555,5.718,4.561
"54171",8.944,10.315,4.954,7.778,10.429,8.275,3.669,7.036,6.178,7.347,3.669
"54172",4.031,10.48,2.921,4.758,7.236,10.779,7.267,8.979,12.437,8.446,2.921
"54173",5.776,11.926,2.339,5.142,9.455,6.219,9.121,11.845,11.841,9.883,2.339
"54174",9.941,13.694,3.74,7.982,5.666,2.103,9.65,6.923,5.553,10.974,2.103
"54175",12.175,11.467,3.032,10.786,4.1,6.29,10.99,7.838,8.257,10.416,3.032
"54176",11.414,11.175,1.642,8.934,3.876,4.153,10.948,8.532,7.839,7.875,1.642
"54177",13.608,9.238,7.039,6.009,3.848,2.99,9.744,13.547,10.526,6.726,2.99
"54178",14.996,14.534,5.674,4.039,6.111,6.078,12.067,13.576,14.171,6.375,4.039
"54179",10.676,16.427,5.48,8.843,5.463,9.76,6.315,13.757,15.263,8.204,5.463
"54180",12.607,13.421,3.527,7.271,12.073,9.818,7.74,14.265,14.358,9.939,3.527
"54181",13.44,12.416,3.567,5.45,14.068,6.665,9.869,10.94,11.144,8.542,3.567
"54182",12.644,12.543,3.647,7.259,10.251,7.481,11.133,11.751,8.421,6.684,3.647
"54183",12.123,12.34,3.631,4.537,6.884,10.79,9.687,11.271,7.862,7.229,3.631
"54184",11.33,11.986,3.511,4.078,7.611,8.162,8.287,12.945,10.226,5.807,3.511
"54185",8.668,9.025,5.228,5.84,6.162,4.691,8.294,14.133,8.228,5.264,4.691
"54186",7.291,12.015,3.676,7.672,9.735,10.356,7.282,9.322,8.933,5.113,3.676
"54187",6.111,13.176,7.528,7.61,7.922,8.2,8.874,7.815,9.576,7.397,6.111
"54188",8.25,12.011,7.345,9.875,8.777,7,9.561,6.893,6.869,7.521,6.869
"54189",9.504,12.753,7.498,10.708,7.062,11.356,8.827,7.917,7.732,10.246,7.062
"54190",10.35,10.99,7.149,10.254,8.303,13.76,8.154,9.3,8.76,9.19,7.149
"54191",10.443,10.512,6.878,10.392,8.523,15.047,8.595,9.506,12.614,11.487,6.878
"54192",10.992,13.609,10.826,6.368,7.208,11.749,10.462,10.204,8.924,12.333,6.368
"54193",10.643,13.911,14.038,7.346,10.925,10.119,14.706,8.56,7.973,7.948,7.346
"54194",9.899,11.269,12.186,6.699,11.914,10.838,11.751,11.261,7.828,8.15,6.699
"54195",11.355,13.183,19.526,8.782,14.537,9.877,11.396,14.208,9.717,6.947,6.947
